neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Centro,Palacio,40.420171973761,-3.71363290160122,Entire home/apt,75,2,4,0.34,12,188
Centro,Palacio,40.4187814696596,-3.71292356204553,Entire home/apt,55,2,1,0.09,12,206
Centro,Embajadores,40.4094027265025,-3.70744669098904,Entire home/apt,59,2,74,6.24,1,184
Carabanchel,San Isidro,40.3953772187244,-3.72065592324972,Private room,15,1,9,0.76,1,336
Centro,Sol,40.4193153945694,-3.70795533868832,Entire home/apt,93,2,37,3.16,4,294
Centro,Cortes,40.4143567074301,-3.69760957872633,Entire home/apt,50,1,82,6.87,6,246
Puente de Vallecas,Numancia,40.3970725171988,-3.6557334855545,Entire home/apt,49,2,9,0.84,2,241
Tetuán,Cuatro Caminos,40.4481288014289,-3.70021866391536,Private room,28,1,68,5.73,1,52
Salamanca,Fuente del Berro,40.4289595134585,-3.6631614944183,Entire home/apt,100,2,27,2.37,13,270
Fuencarral - El Pardo,Pilar,40.4773618563166,-3.71608234527987,Entire home/apt,74,6,0,0,29,0
Centro,Embajadores,40.410252859342,-3.69832981004104,Entire home/apt,55,3,11,1.34,1,0
Centro,Cortes,40.4131776111054,-3.69867747057944,Entire home/apt,65,2,60,5.31,2,72
Centro,Palacio,40.4109476696727,-3.70930382638249,Entire home/apt,75,2,11,1.89,1,318
Centro,Embajadores,40.4117853533559,-3.70658194508679,Private room,26,1,34,3.12,2,172
Centro,Embajadores,40.4101036843326,-3.70240795163361,Entire home/apt,49,4,16,1.4,1,48
Carabanchel,Vista Alegre,40.3902864462062,-3.74004798101809,Entire home/apt,34,2,50,4.32,1,28
Centro,Universidad,40.4276831735107,-3.7085783278077,Entire home/apt,70,2,17,1.49,1,278
Centro,Justicia,40.42339882077,-3.69515426348189,Entire home/apt,500,1,11,1.39,3,270
Tetuán,Bellas Vistas,40.4526628498234,-3.70501545194445,Private room,30,1,4,0.34,1,365
Centro,Embajadores,40.4106587268731,-3.70053801088012,Entire home/apt,50,3,7,0.63,1,189
Hortaleza,Canillas,40.4634713490027,-3.64926921204315,Private room,24,1,13,1.21,4,337
Usera,Almendrales,40.3849822145816,-3.70364528626125,Entire home/apt,32,5,2,0.22,9,124
Centro,Palacio,40.4203899636457,-3.71212200063285,Entire home/apt,60,2,41,4.3,1,163
Retiro,Jerónimos,40.4087754700953,-3.68730389042497,Entire home/apt,69,2,4,3.24,1,290
Centro,Sol,40.4136403621288,-3.70756669257757,Entire home/apt,54,1,73,6.26,2,316
Centro,Palacio,40.4125564701263,-3.71415988023244,Entire home/apt,45,3,20,1.72,1,327
Centro,Embajadores,40.4065755298371,-3.70422553847289,Entire home/apt,45,4,38,3.33,4,311
Centro,Universidad,40.4215487478232,-3.7074452143864,Entire home/apt,50,1,6,0.55,1,80
Centro,Cortes,40.4105629430224,-3.69320648304579,Entire home/apt,169,4,26,2.31,1,250
Centro,Embajadores,40.4131799147594,-3.7072808347746,Entire home/apt,73,2,68,6.64,1,251
Puente de Vallecas,San Diego,40.3903296983346,-3.66888901213727,Private room,20,1,6,0.92,2,342
Carabanchel,Opañel,40.3874435667914,-3.72845177130782,Private room,28,1,7,0.65,1,356
Carabanchel,Opañel,40.3914666436607,-3.72148755854043,Private room,35,1,0,0,1,365
Centro,Embajadores,40.4098286674689,-3.70104983427401,Entire home/apt,58,2,74,6.43,1,111
Carabanchel,Vista Alegre,40.3884303973292,-3.73848272766039,Private room,10,2,0,0,2,27
Moncloa - Aravaca,Casa de Campo,40.4222531954059,-3.72219905791727,Entire home/apt,300,3,0,0,1,365
Centro,Universidad,40.4259521338037,-3.70608333700367,Entire home/apt,45,2,25,3.11,2,121
Centro,Sol,40.4185764461726,-3.70181470178481,Entire home/apt,55,2,67,5.84,1,291
Centro,Sol,40.4151806060052,-3.7070535203925,Entire home/apt,90,2,43,4.29,1,137
Tetuán,Castillejos,40.462498656292,-3.69625391965346,Entire home/apt,195,2,36,3.36,1,309
Centro,Embajadores,40.4124376075884,-3.70300726425204,Private room,26,1,66,5.66,8,340
Salamanca,Recoletos,40.4283518893075,-3.68715466310525,Entire home/apt,70,2,36,3.28,1,292
Tetuán,Cuatro Caminos,40.4559078112198,-3.69190014560515,Entire home/apt,42,10,0,0,29,202
Centro,Sol,40.4195557807248,-3.70273715159278,Entire home/apt,50,2,59,5.16,1,286
Centro,Justicia,40.4209368349508,-3.69931180520273,Entire home/apt,59,2,36,3.21,3,225
Centro,Embajadores,40.4098560562126,-3.70618711023004,Entire home/apt,89,2,58,5.98,1,224
Centro,Embajadores,40.4095250124543,-3.70441942424398,Entire home/apt,60,3,32,3.27,1,319
Centro,Embajadores,40.40872059224,-3.70773012473386,Private room,35,1,29,2.49,3,341
Centro,Embajadores,40.4111928430178,-3.70558846480933,Entire home/apt,100,1,3,2.5,1,234
Arganzuela,Palos de Moguer,40.4058447361319,-3.69350567478684,Entire home/apt,35,1,67,5.96,2,249
Centro,Universidad,40.4285513389384,-3.70360427028854,Private room,40,1,3,0.26,1,0
Centro,Universidad,40.4261120401644,-3.70367440032827,Entire home/apt,80,2,0,0,1,0
Centro,Palacio,40.4215362418949,-3.71076346452719,Entire home/apt,43,2,17,1.68,1,38
Chamberí,Rios Rosas,40.4392136608898,-3.70032373168151,Entire home/apt,65,2,29,2.74,1,292
Centro,Universidad,40.4270610391745,-3.71017111498057,Entire home/apt,68,3,1,0.32,1,357
Arganzuela,Acacias,40.4019160897376,-3.70167371112661,Private room,18,2,10,0.88,3,146
Retiro,Adelfas,40.4011298800288,-3.67123433477878,Private room,80,1,0,0,1,364
Centro,Cortes,40.4117757827737,-3.69339851365328,Entire home/apt,95,2,69,5.91,1,302
Centro,Palacio,40.4114102993653,-3.70981215971787,Private room,50,2,1,0.16,7,353
Moncloa - Aravaca,Argüelles,40.4227493794888,-3.71519440491199,Entire home/apt,95,3,15,1.45,5,290
Centro,Justicia,40.4194672881096,-3.69785770518455,Entire home/apt,70,2,6,1.84,1,148
Salamanca,Recoletos,40.4258374548476,-3.68684034581704,Entire home/apt,310,5,0,0,39,273
Chamberí,Trafalgar,40.4349132490357,-3.7012698422736,Private room,30,1,14,1.2,1,312
Centro,Cortes,40.4168560314577,-3.69805519832973,Private room,60,1,19,1.7,1,242
Salamanca,Guindalera,40.4293117072906,-3.66670569199843,Entire home/apt,45,3,2,0.22,1,55
Chamartín,Hispanoamérica,40.453598034409,-3.68528400633347,Entire home/apt,110,3,28,2.39,9,277
Arganzuela,Delicias,40.3934725559709,-3.69154442839799,Entire home/apt,91,2,36,3.67,3,74
Moncloa - Aravaca,Argüelles,40.4276244203081,-3.71969091990743,Private room,35,7,0,0,1,0
Centro,Palacio,40.4219970128326,-3.71188532558916,Entire home/apt,124,1,0,0,6,357
Centro,Cortes,40.4162531392668,-3.69625287769469,Entire home/apt,60,1,33,3.01,4,32
Centro,Cortes,40.4124904897884,-3.69564930125789,Entire home/apt,50,2,24,2.25,2,275
Centro,Embajadores,40.4082059109728,-3.70775212528564,Private room,30,7,0,0,17,83
Chamberí,Gaztambide,40.4358395123456,-3.7138805892737,Entire home/apt,45,1,0,0,1,0
Salamanca,Castellana,40.4300756500936,-3.68502545361632,Entire home/apt,360,30,1,0.09,39,261
Centro,Universidad,40.4250645745374,-3.70203193022094,Private room,25,2,1,0.09,1,0
Centro,Justicia,40.4203014008854,-3.70021132070072,Entire home/apt,65,1,56,4.81,1,327
Centro,Palacio,40.4127375191249,-3.7125623171832,Private room,30,7,0,0,17,122
Centro,Cortes,40.4134754107808,-3.70027883671553,Entire home/apt,130,2,0,0,145,266
Centro,Justicia,40.4252539192388,-3.69830377744372,Entire home/apt,75,2,22,1.96,1,318
Centro,Cortes,40.4150350386478,-3.70101506286375,Entire home/apt,130,2,1,0.31,145,286
Centro,Justicia,40.4245590621362,-3.69634232753773,Entire home/apt,56,2,4,0.42,1,97
Carabanchel,Comillas,40.3943919829083,-3.71513033765844,Private room,19,1,71,6.21,2,298
Centro,Palacio,40.4180628113349,-3.71257134067069,Entire home/apt,101,1,62,5.36,2,73
Arganzuela,Acacias,40.405634585758,-3.71002040338806,Entire home/apt,60,1,20,1.72,4,333
Tetuán,Castillejos,40.4576772536414,-3.69606428726386,Entire home/apt,90,1,1,0.16,1,174
Hortaleza,Valdefuentes,40.499445487973,-3.65260463516049,Private room,32,1,15,1.35,1,357
Salamanca,Recoletos,40.4280170405923,-3.68747775288538,Entire home/apt,155,2,3,0.34,1,248
Chamberí,Gaztambide,40.4352337313444,-3.71286074819964,Entire home/apt,45,2,22,2.2,1,5
Centro,Sol,40.4145157856499,-3.70754310528603,Entire home/apt,130,1,63,2.22,3,265
Centro,Sol,40.4149847507754,-3.70651573093565,Entire home/apt,145,1,11,0.39,3,278
Centro,Sol,40.4147977871342,-3.70612809570072,Entire home/apt,145,1,4,0.14,3,263
Centro,Universidad,40.4278601914595,-3.70304442325847,Private room,20,1,4,0.45,1,0
Arganzuela,Palos de Moguer,40.403425394941,-3.69321295477191,Private room,15,1,2,0.19,1,0
Centro,Embajadores,40.4114741720304,-3.7026377107156,Entire home/apt,60,5,0,0,1,351
Centro,Sol,40.4171484354881,-3.70827245258049,Entire home/apt,119,2,0,0,21,255
Centro,Sol,40.4170901586066,-3.70664637336509,Entire home/apt,175,2,17,1.7,21,197
Centro,Universidad,40.4271370204092,-3.70854068140972,Entire home/apt,70,1,16,1.55,1,335
Centro,Sol,40.418338730603,-3.70324038360507,Entire home/apt,46,2,17,1.48,8,100
Chamartín,Hispanoamérica,40.4567766520244,-3.67668055676283,Entire home/apt,45,2,9,1.08,1,83
Centro,Embajadores,40.4091430427248,-3.69693512975786,Entire home/apt,29,4,12,1.07,1,304
Centro,Sol,40.4170365718321,-3.70808782704886,Entire home/apt,179,2,9,0.93,21,212
Centro,Embajadores,40.4106852679012,-3.70361419028768,Private room,34,1,41,3.57,8,349
Centro,Universidad,40.4242032360801,-3.70743469353216,Entire home/apt,70,3,13,1.14,29,101
Centro,Sol,40.4200089962861,-3.7067970044413,Entire home/apt,60,2,14,1.31,1,124
Chamberí,Arapiles,40.4332267913407,-3.71074816091726,Entire home/apt,70,2,23,2.01,2,346
Centro,Embajadores,40.4102346684345,-3.70319562666916,Private room,29,1,46,4.02,8,338
Hortaleza,Pinar del Rey,40.4703820532979,-3.64493949154455,Private room,42,1,2,0.27,3,181
Tetuán,Cuatro Caminos,40.4496118303546,-3.70035911763799,Entire home/apt,60,1,1,0.09,1,0
Centro,Embajadores,40.4106383794915,-3.70524304037308,Private room,26,1,56,4.87,8,310
Centro,Justicia,40.421604210773,-3.69989605974093,Entire home/apt,44,2,19,1.98,8,339
Moncloa - Aravaca,Argüelles,40.4225291710045,-3.71472669088863,Private room,25,4,0,0,1,62
Latina,Aluche,40.3891599582973,-3.75912732672487,Private room,20,1,4,0.38,1,173
Centro,Sol,40.4179519220867,-3.70451384465437,Entire home/apt,64,1,29,2.5,1,293
Centro,Sol,40.4185970303295,-3.70303875297646,Entire home/apt,85,2,15,1.31,1,5
Retiro,Ibiza,40.4210220512325,-3.67698918814394,Private room,18,1,0,0,2,0
Retiro,Ibiza,40.4200552646445,-3.67636484189423,Private room,50,1,0,0,2,0
Chamberí,Gaztambide,40.4314996579565,-3.71305272798075,Entire home/apt,44,3,16,1.5,1,0
Arganzuela,Palos de Moguer,40.4038723957076,-3.69535992954043,Entire home/apt,95,1,20,1.78,1,255
Centro,Universidad,40.4267602986792,-3.70519215729463,Entire home/apt,58,1,24,2.1,1,342
Latina,Puerta del Angel,40.4092853837326,-3.73077252899735,Private room,20,1,15,1.34,1,350
Puente de Vallecas,San Diego,40.3829470109857,-3.66548834260682,Private room,25,1,7,0.67,3,350
Chamberí,Gaztambide,40.4318316622762,-3.71496388403328,Private room,13,2,18,1.6,5,84
Usera,Almendrales,40.3799470632005,-3.69939064132125,Entire home/apt,100,2,0,0,5,269
Centro,Embajadores,40.4120007389499,-3.70669131897594,Entire home/apt,71,14,8,0.72,6,174
Chamartín,Nueva España,40.464668620578,-3.68643960692045,Entire home/apt,57,2,1,1,1,364
Centro,Justicia,40.4235627859752,-3.69919164889051,Entire home/apt,124,5,2,0.2,1,117
Tetuán,Almenara,40.4669439595452,-3.69032475453664,Entire home/apt,65,1,0,0,1,0
Salamanca,Fuente del Berro,40.4257220676149,-3.66101167739175,Entire home/apt,94,3,11,0.99,1,157
Villa de Vallecas,Casco Histórico de Vallecas,40.3764199300032,-3.62333336960658,Private room,14,1,16,1.43,2,338
Centro,Embajadores,40.4117472799293,-3.70000267544954,Entire home/apt,65,2,25,2.19,13,342
Chamartín,Hispanoamérica,40.4553066380472,-3.68133009648131,Entire home/apt,57,1,100,9.97,1,315
Centro,Embajadores,40.4078590558051,-3.69920282936132,Private room,42,7,0,0,20,126
Salamanca,Fuente del Berro,40.4221084775698,-3.66445614678399,Private room,16,1,3,0.32,3,56
Moncloa - Aravaca,Argüelles,40.4312853987172,-3.71999846642633,Private room,12,1,0,0,1,0
Salamanca,Goya,40.4261328080348,-3.66886088720063,Private room,450,1,0,0,1,0
Puente de Vallecas,Portazgo,40.3889524733086,-3.64462972225196,Private room,20,1,2,0.19,1,365
Centro,Embajadores,40.4101254904163,-3.70674295956133,Entire home/apt,44,2,40,6.12,2,304
Salamanca,Lista,40.4294844397296,-3.67315651852323,Private room,30,1,1,0.12,1,302
Salamanca,Guindalera,40.4390522674715,-3.67211580980521,Entire home/apt,55,2,36,3.42,1,77
Chamberí,Gaztambide,40.4317649313823,-3.71488752817886,Private room,15,2,12,1.05,5,86
Latina,Puerta del Angel,40.4147205401288,-3.72375913988685,Private room,35,1,14,1.25,2,0
Centro,Universidad,40.4233839489804,-3.70349285235672,Entire home/apt,60,3,14,1.5,2,193
Latina,Puerta del Angel,40.4106526721695,-3.7369756698811,Private room,23,1,44,3.8,11,345
Ciudad Lineal,Ventas,40.4324175062961,-3.65252710726821,Entire home/apt,40,2,17,1.52,1,216
Retiro,Niño Jesús,40.415370306742,-3.67501203335528,Private room,45,1,4,0.36,1,326
Chamartín,El Viso,40.4435986187584,-3.67886625558304,Entire home/apt,85,3,4,0.37,1,246
Centro,Cortes,40.4136047301539,-3.69770587840632,Private room,25,1,3,1.88,1,346
Centro,Cortes,40.4156953626387,-3.69870758304435,Entire home/apt,120,3,6,0.58,2,336
Chamberí,Arapiles,40.4375995402636,-3.70747390002677,Entire home/apt,49,2,2,0.23,11,179
Retiro,Niño Jesús,40.4093590902986,-3.67112817711106,Entire home/apt,100,4,1,0.31,1,35
Centro,Embajadores,40.4103972137515,-3.69857672511688,Private room,55,2,7,0.61,1,361
Centro,Sol,40.418493020342,-3.70454655554847,Private room,28,1,4,0.36,1,0
Arganzuela,Delicias,40.3977694565339,-3.69632975683605,Entire home/apt,69,1,7,0.75,2,160
Centro,Universidad,40.4238464234718,-3.7021558839373,Entire home/apt,50,2,60,5.36,2,55
Moncloa - Aravaca,Argüelles,40.4253904764671,-3.71436220186643,Entire home/apt,66,12,1,0.1,1,311
Ciudad Lineal,Quintana,40.4336892167908,-3.64966377767551,Private room,300,15,0,0,1,365
Centro,Embajadores,40.4109868879606,-3.70505918853792,Private room,25,2,39,4.01,7,306
Latina,Puerta del Angel,40.4124315413109,-3.72782372935911,Entire home/apt,29,1,4,0.46,44,280
Centro,Universidad,40.4223739459342,-3.70424691075211,Entire home/apt,40,1,86,7.57,2,216
Arganzuela,Delicias,40.3958336833107,-3.6938238437909,Private room,30,2,30,2.8,2,78
Ciudad Lineal,Ventas,40.4248485878479,-3.65722834767865,Private room,30,1,15,1.31,2,360
Centro,Embajadores,40.4130897858861,-3.70552589489135,Private room,70,2,27,2.84,1,151
Tetuán,Valdeacederas,40.46624138584,-3.69993011419877,Entire home/apt,38,3,3,0.56,44,249
Chamberí,Rios Rosas,40.4445573551083,-3.70254227268865,Entire home/apt,75,3,0,0,1,88
Moncloa - Aravaca,Argüelles,40.433182612128,-3.72044434814765,Entire home/apt,46,2,18,1.67,1,0
Chamberí,Gaztambide,40.4387284238976,-3.71538858350253,Private room,60,1,0,0,1,0
Latina,Puerta del Angel,40.4057321704347,-3.73828345431319,Private room,30,1,4,0.35,2,365
Centro,Universidad,40.422465938619,-3.70498285688674,Entire home/apt,50,2,99,8.79,1,4
Barajas,Alameda de Osuna,40.4557944499656,-3.58833303520934,Private room,42,1,21,2.16,1,223
Tetuán,Cuatro Caminos,40.4529658682015,-3.69210885112128,Private room,55,1,2,0.33,3,42
Centro,Embajadores,40.4118332659555,-3.70562864176981,Entire home/apt,99,1,61,5.4,16,346
Centro,Embajadores,40.4117359239502,-3.70600340742298,Private room,29,2,47,4.64,7,258
Chamartín,Prosperidad,40.441843746497,-3.67695454063561,Entire home/apt,110,7,1,1,2,323
Centro,Embajadores,40.4124789787124,-3.69971039992463,Entire home/apt,71,2,52,5.13,3,296
Centro,Justicia,40.4201958304291,-3.6984026210603,Entire home/apt,300,1,12,1.14,8,178
Latina,Puerta del Angel,40.4099031924724,-3.7288258445373,Private room,15,2,2,0.17,2,280
Centro,Embajadores,40.412365056234,-3.70258671188469,Entire home/apt,80,2,41,3.66,1,242
Centro,Embajadores,40.4099897008187,-3.7009338124182,Private room,45,3,0,0,2,364
Tetuán,Castillejos,40.4573858573997,-3.69584627046207,Entire home/apt,65,4,3,0.38,1,1
Centro,Universidad,40.4232145889385,-3.70265896201064,Private room,37,3,1,0.1,2,32
Chamberí,Vallehermoso,40.4415234610045,-3.70633906948895,Entire home/apt,95,3,4,0.65,1,136
Salamanca,Goya,40.4221401633405,-3.67722342426326,Private room,34,1,7,0.63,1,354
Chamberí,Almagro,40.4323506755084,-3.69547713938686,Entire home/apt,100,2,9,0.85,1,301
Centro,Palacio,40.4096371639091,-3.71251173363845,Private room,23,1,26,2.31,1,361
Moratalaz,Marroquina,40.4054477138811,-3.63780023707473,Private room,13,5,10,0.98,4,2
Ciudad Lineal,Concepción,40.4421871404416,-3.64615213248152,Private room,30,1,1,0.1,2,345
Centro,Embajadores,40.410510008434,-3.70412053279553,Entire home/apt,70,2,23,2.1,1,23
Centro,Universidad,40.4276070234536,-3.70776014542903,Entire home/apt,55,1,6,0.57,1,281
Centro,Palacio,40.4110550335798,-3.71683974848641,Entire home/apt,40,1,11,1.59,1,8
Barajas,Aeropuerto,40.4500764704355,-3.58190067462578,Entire home/apt,36,1,7,0.8,1,97
Chamberí,Vallehermoso,40.444220895326,-3.70459767827535,Private room,21,4,4,0.4,1,357
Hortaleza,Canillas,40.4627346272233,-3.65122380354547,Private room,27,1,24,2.11,4,337
Retiro,Ibiza,40.4159073205972,-3.67666432556169,Private room,45,5,1,0.09,1,0
Centro,Palacio,40.4130112093532,-3.70933421676314,Entire home/apt,48,3,60,5.33,4,322
Chamberí,Gaztambide,40.4315122993689,-3.71416769297229,Private room,42,1,0,0,2,364
Arganzuela,Palos de Moguer,40.4038015716554,-3.69164983998562,Entire home/apt,50,2,49,4.35,1,32
Latina,Puerta del Angel,40.4149762793525,-3.72357728749137,Private room,35,1,14,1.34,2,0
Retiro,Jerónimos,40.4174519260986,-3.68857245875264,Private room,17,1,112,10,1,287
Centro,Cortes,40.4191259150037,-3.69880603042863,Entire home/apt,300,1,25,2.34,10,178
Retiro,Jerónimos,40.4081285497975,-3.68441031748115,Entire home/apt,65,2,20,1.79,1,317
Centro,Palacio,40.4201965469177,-3.71191951112235,Entire home/apt,550,10,0,0,1,0
Centro,Sol,40.4155355848652,-3.70240555208716,Entire home/apt,175,5,0,0,1,179
Centro,Embajadores,40.4064794279654,-3.70741667435346,Private room,35,1,0,0,2,341
Centro,Palacio,40.4139049726285,-3.70815055910694,Private room,45,1,72,6.33,9,270
Hortaleza,Pinar del Rey,40.4719414331103,-3.65152511509894,Private room,16,1,21,2.09,1,177
Centro,Palacio,40.4102067675822,-3.71364013664088,Entire home/apt,72,2,25,3.46,2,234
Salamanca,Goya,40.4245222255249,-3.67517517173677,Private room,42,2,11,1,1,83
San Blas - Canillejas,Rejas,40.4483934263653,-3.5761980219434,Entire home/apt,65,2,8,0.73,1,337
Carabanchel,Comillas,40.3932327144864,-3.70794516339997,Private room,19,3,1,0.1,7,359
Ciudad Lineal,Concepción,40.4337474265968,-3.65906882659418,Private room,25,1,5,0.45,1,357
Chamartín,Prosperidad,40.4400729640039,-3.67445498543398,Private room,35,2,18,1.72,2,334
Villa de Vallecas,Casco Histórico de Vallecas,40.3768557953368,-3.63205699583655,Entire home/apt,42,1,34,3.01,1,274
Centro,Justicia,40.421468485085,-3.69860362938426,Entire home/apt,75,2,45,4.03,1,334
Tetuán,Cuatro Caminos,40.4532843057605,-3.69349877538041,Entire home/apt,70,1,14,1.25,1,72
Centro,Cortes,40.4131821858623,-3.69545862134859,Private room,18,1,102,9.11,2,22
Centro,Palacio,40.4120536313949,-3.70851558587354,Entire home/apt,89,3,26,2.37,1,338
Centro,Universidad,40.4203835936622,-3.70244089390255,Private room,60,2,47,4.21,1,130
Centro,Embajadores,40.4058143726412,-3.70025154460172,Entire home/apt,50,1,58,5.23,4,336
Moncloa - Aravaca,Ciudad Universitaria,40.4488544191981,-3.71060115523786,Entire home/apt,65,2,18,2.08,1,308
Carabanchel,Opañel,40.390314329287,-3.72814838487072,Entire home/apt,80,1,24,2.14,1,107
Latina,Puerta del Angel,40.4126628698602,-3.73021051484507,Private room,17,1,11,0.99,1,345
Salamanca,Goya,40.4261004143324,-3.67759959012763,Entire home/apt,59,3,1,0.14,1,0
Centro,Palacio,40.4127658390597,-3.70759096389534,Private room,52,2,4,0.36,2,297
Villaverde,Los Rosales,40.3518485212189,-3.6858715419421,Private room,22,1,23,2.23,8,214
Centro,Universidad,40.4248999014127,-3.70430698197114,Entire home/apt,75,4,32,2.86,1,247
Salamanca,Recoletos,40.428084038112,-3.68664422959246,Entire home/apt,155,2,12,1.07,1,278
Salamanca,Guindalera,40.4348919983792,-3.66984559500523,Private room,20,5,1,0.09,1,0
Centro,Justicia,40.425850091571,-3.69569786026064,Private room,30,1,0,0,1,195
Arganzuela,Acacias,40.4035057616613,-3.70358609418803,Entire home/apt,30,5,15,1.51,1,259
Villa de Vallecas,Casco Histórico de Vallecas,40.3771626162144,-3.63088407514301,Entire home/apt,49,2,0,0,2,359
Arganzuela,Delicias,40.3994031734611,-3.690850066747,Private room,25,2,16,1.41,1,0
Chamberí,Vallehermoso,40.4447747302241,-3.70817278830291,Entire home/apt,250,1,0,0,1,365
Centro,Justicia,40.423102335312,-3.69986436876211,Private room,24,2,67,6.81,3,74
Latina,Lucero,40.4045174867561,-3.75519045300537,Private room,15,1,50,4.6,1,335
Arganzuela,Chopera,40.391594217784,-3.69543589813033,Entire home/apt,45,6,20,1.79,3,104
Centro,Sol,40.4138251321094,-3.7080295579369,Private room,58,1,75,6.68,9,247
Ciudad Lineal,Costillares,40.4841222276705,-3.66949335993517,Shared room,26,2,2,0.18,6,365
Latina,Puerta del Angel,40.4149607734984,-3.72528448423843,Private room,22,1,0,0,1,361
Centro,Cortes,40.4147673823543,-3.69903289372751,Private room,50,1,6,0.57,1,358
Centro,Palacio,40.4119674916814,-3.70919391303171,Private room,500,7,0,0,1,0
Centro,Cortes,40.4130315243561,-3.69567449346095,Entire home/apt,30,2,57,5.46,4,2
Moncloa - Aravaca,Casa de Campo,40.4221116241749,-3.71706346524728,Entire home/apt,60,1,1,0.14,1,0
Centro,Sol,40.4151715299636,-3.70555702565497,Entire home/apt,65,2,41,4.1,1,222
Moncloa - Aravaca,Argüelles,40.427094202753,-3.71503780285855,Entire home/apt,82,4,17,1.55,3,113
Centro,Universidad,40.4241326220252,-3.70267087791089,Entire home/apt,80,2,32,2.98,1,44
Moncloa - Aravaca,Argüelles,40.4248984832841,-3.71475810765669,Private room,35,3,7,0.65,8,316
Moncloa - Aravaca,Casa de Campo,40.4204542763195,-3.7215913362648,Private room,15,1,33,2.95,5,0
Centro,Universidad,40.4266971587907,-3.70312492049876,Private room,25,1,0,0,3,0
Carabanchel,Opañel,40.3944547262978,-3.72113891362691,Private room,18,1,11,0.98,3,241
Chamberí,Arapiles,40.4355720744999,-3.70943365761806,Entire home/apt,95,4,1,0.12,51,299
Centro,Palacio,40.4204271277187,-3.70914941180747,Entire home/apt,126,2,34,3.48,1,326
Chamberí,Arapiles,40.4326325329395,-3.70947128775057,Entire home/apt,44,4,36,3.58,12,121
Centro,Cortes,40.4158719644059,-3.69911791242034,Entire home/apt,75,2,10,0.89,1,307
Centro,Embajadores,40.4074914585452,-3.70742888489138,Private room,39,2,46,4.11,1,351
Moncloa - Aravaca,Casa de Campo,40.4213789731239,-3.72126659016085,Private room,15,1,27,2.43,5,0
Fuencarral - El Pardo,La Paz,40.4847495906388,-3.70566953434349,Private room,25,1,2,0.21,1,365
Centro,Palacio,40.4153323963054,-3.71041193393152,Entire home/apt,58,1,22,2.13,3,273
Centro,Universidad,40.4274586093297,-3.70748894521982,Entire home/apt,92,3,0,0,8,312
Tetuán,Castillejos,40.4600178238698,-3.69132454773914,Private room,40,1,8,0.75,1,282
Chamberí,Rios Rosas,40.4392630727676,-3.69513252517515,Entire home/apt,90,1,1,0.1,1,0
Centro,Palacio,40.4149854897426,-3.71264564643353,Private room,25,1,0,0,1,0
Moncloa - Aravaca,Casa de Campo,40.4218627947292,-3.72170264792228,Private room,15,1,27,2.42,5,0
Chamberí,Almagro,40.4276254218251,-3.69299579565734,Entire home/apt,80,1,3,3,1,342
Chamberí,Gaztambide,40.4330670231291,-3.71460041348583,Entire home/apt,80,1,5,0.54,1,69
Usera,Almendrales,40.3852829851155,-3.70283292523911,Entire home/apt,32,5,2,0.4,9,205
Moncloa - Aravaca,Casa de Campo,40.4208987569091,-3.71991913999485,Private room,15,1,27,2.4,5,0
Moncloa - Aravaca,Argüelles,40.4241058352235,-3.71412470926323,Private room,29,3,11,0.99,8,178
Centro,Embajadores,40.4109581601719,-3.70164984075733,Entire home/apt,80,2,10,0.92,1,190
Centro,Palacio,40.4213597966068,-3.70893171578951,Private room,52,1,0,0,38,0
Ciudad Lineal,Ventas,40.4267223050915,-3.65762815988078,Private room,30,1,19,1.71,1,299
Centro,Palacio,40.4134369897056,-3.70823344281275,Private room,40,5,0,0,4,148
Salamanca,Castellana,40.4358652281272,-3.68192697409362,Entire home/apt,161,1,25,2.33,48,141
Centro,Embajadores,40.4109490056253,-3.69797253863768,Entire home/apt,45,4,5,0.48,1,0
Centro,Sol,40.4142915423891,-3.70403616526105,Entire home/apt,90,3,22,2.35,1,289
Centro,Embajadores,40.407107215366,-3.70830157487431,Entire home/apt,48,2,12,1.08,1,89
Salamanca,Recoletos,40.4212354598619,-3.6839321254586,Entire home/apt,180,3,2,0.19,77,190
Moncloa - Aravaca,Aravaca,40.4578176355109,-3.78318394029807,Entire home/apt,72,3,2,1.15,1,72
Centro,Palacio,40.4163264117449,-3.70913309819655,Entire home/apt,80,3,13,1.16,3,288
Centro,Palacio,40.4120234303171,-3.71176811226645,Entire home/apt,100,2,14,1.43,1,140
Centro,Justicia,40.4235146704522,-3.69767099856039,Private room,60,1,8,0.73,2,307
Centro,Justicia,40.4216845708974,-3.69824981214333,Private room,80,1,8,0.71,2,364
Arganzuela,Acacias,40.4010690217593,-3.71256217074302,Entire home/apt,110,2,22,2.15,1,295
Chamberí,Almagro,40.4310645729848,-3.69028981954581,Entire home/apt,700,1,0,0,1,364
Ciudad Lineal,Quintana,40.4393140716806,-3.63771589322792,Private room,25,1,9,0.83,1,352
Centro,Universidad,40.4275922164879,-3.70387663206678,Entire home/apt,89,1,51,4.75,8,0
Ciudad Lineal,Ventas,40.4252849614846,-3.65696147120063,Private room,30,1,11,0.98,1,245
